,Edad,Genero,3. Evaluación de Habilidades Blandas,S5_Gestion_Proyectos,S1_Comunicacion_Esp,RAW_Jul_Liderazgo,RAW_Jul_Equipo,S2_Compromiso_Etico,S4_Resp_Social,S6_Aprendizaje_Digital,4. Inserción Laboral,TARGET_Evento,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,TARGET_Tiempo,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",UTILIDAD_S5_Gestion,UTILIDAD_S1_Comunicacion,TEMP_UTIL_Lid,TEMP_UTIL_Equ,UTILIDAD_S2_Etica,UTILIDAD_S4_Resp_Social,UTILIDAD_S6_Aprendizaje_Digital,4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,TXT_Brecha_Formacion,4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,TXT_Hard_Skills,"6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion,S3_Trabajo_Equipo_Liderazgo,S7_Ingles,UTILIDAD_S3_Trabajo_Equipo_Liderazgo,Cohorte,4.1.1 Institución/Empresa donde trabajas:,6. Retroalimentación Abierta,T_Lower,T_Upper,Event,Facultad,TARGET_Evento_Num,carrera_homologada,Utilidad_HB_Promedio,Edad_raw,Edad_in_scope,Edad_model,Edad_model_imputed,Edad_oos_flag
20,24,Masculino,,3.0,3.0,3.0,3.0,3.0,3.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,No,Parcialmente,No,No,1,1,No,No,No,No,,Si,De $461 a $1000,,,,,c) No la conozco,Transferencia de calor,"Normas es lo que mas se usa en la industria y nunca las dieron, normas Asme B31, API,Código Asme, Aws  Astm, Nace",No utilicen proyectores solo se leen las diapositivas,Trabajo autónomo y eso porque mandan a estudiar a uno mismo,Liderazgo,(RRA20) MECÁNICA,2025,3.0,3.0,1,Julio,,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,1.0,24,1,24.0,24.0,0
21,23,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder",Aplicaciones estructurales,Más aprendizaje en estructuras y vias,Enseñanza practica,La practica,Mejoramiento en realizar memorias de calculo para contratación publica,(RRA20) INGENIERÍA CIVIL,2025,4.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
22,23,Femenino,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,Dinámica,"Tics, ecología",Nada,Nada,Nada,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025,3.0,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,0.0,23,1,23.0,23.0,0
23,25,Masculino,,4.0,3.0,5.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Si,No,No,1,1,No,No,Sí,No,,No,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Programación PLC, instrumentaciones y redes industriales",Proyectos en campo industrial,Evaluar a profesores constantemente que creen que al tener nombramiento pueden tratar a los alumnos de mala forma,Hablar en público y trabajo en equipo,,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025,5.0,3.0,1,Julio,,,2.0,4.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,1.0,25,1,25.0,25.0,0
24,26,Femenino,,4.0,5.0,4.0,4.0,4.0,3.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No,,c) No la conozco,Diseño de Proyectos Estructurales e Hidráulicos,Puentes,Más oportunidades de trabajo,Interacción en entrevistas de trabajo,Manejo financiero,(RRA20) INGENIERÍA CIVIL,2025,4.0,5.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,26,1,26.0,26.0,0
25,32,Masculino,,3.0,5.0,5.0,4.0,5.0,5.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Ensayos no Destructivos, ciencia de materiales, procesos de Manufactura, Soldadura",Materiales no ferrosos,Desarrollar mejor las habilidades comunicacionales de los estudiantes.,Habilidades en el área de la comunicación,"Trabajo en equipo, la implementaría a través de talleres o deberes en grupo con un buen seguimiento de quienes trabajan y quienes no.",(RRA20) MECÁNICA,2025,4.5,5.0,0,Julio,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,32,1,32.0,32.0,0
26,29,Femenino,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Telemática, redes ópticas, y programación",Tics. Programación,Actualización al mercado laboral,Trabajo en equipo,"Perseverancia, inteligencia emocional",(RRA20) TELECOMUNICACIONES,2025,5.0,5.0,0,Julio,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) TELECOMUNICACIONES,0.0,29,1,29.0,29.0,0
27,24,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,3.0,Si,Si,Sí,Sí,0,1,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado",Arquitectura de computadores y redes,"TICS, Cloud",Carreras mas especializadas en un campo,"Trabajo en equipo, resolución de problemas reales",resolución de problemas reales,(RRA20) COMPUTACIÓN,2025,4.0,4.0,1,Julio,,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.5,24,1,24.0,24.0,0
28,30,Masculino,,5.0,5.0,3.0,4.0,5.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,Sí,Sí,0,1,Sí,No,Sí,No,,Si,De $1001 a $1500,,,,,"a) Sí, la he utilizado para postularme a vacantes","Econometría, Macroeconomía, Microeconomía, Finanzas y proyectos, Estadistica multivariante, Tecnicas de desición estocastica, Teoria de juegos, Programación","Se deberia seguir incentivando la certificaciones cursos de uso de herramientas tecnologicas para analisis de datos, procesamiento de información, visualizadore e IA.","En mis ultimos cursos los horarios de las clases no se acoplaban para poder realizar pasantías, sería de gran ayuda que para semestres superiores se pueda generar horarios de clases que permitan participar de practicas preprofesionales.",Liderazgo y comunicación efectiva,"Inteligencia emocional, mediante capacitaciones con profecionales y evaluaciones que evidencien el aprendizaje",INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2024,3.5,5.0,1,Julio,,,2.0,4.0,1.0,FCA (Ciencias Admin.),1,(RRA20) ECONOMÍA,0.5,30,1,30.0,30.0,0
29,23,Masculino,,3.0,3.0,2.0,4.0,4.0,2.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No,,"a) Sí, la he utilizado para postularme a vacantes","Redes industriales, Automatización con PLCs, Álgebra, Robótica, Sistemas Microprocesados, Instrumentación Industrial","Programas de SCADA más actuales, como realizar presupuestos adecuados","Incluir visitas técnicas que ayuden a comprender la aplicación de la carrera en un entorno real, utilización de software más cercano al utilizado en la industria","Gestión del tiempo, creatividad, empatía","Resolución de problemas en grupo, en el ámbito profesional permite tener mejor comunicación con el equipo además de diferentes perspectivas ante un mismo problema",(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025,3.0,2.0,0,Julio,,,6.0,inf,0.0,FIE (Eléctrica/Electrónica),0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,0.0,23,1,23.0,23.0,0
30,35,Masculino,,3.0,3.0,4.0,4.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Mas de 2 años,Sí,Experiencia técnica,c) No la conozco,Programación en general,Sincronia de Lenguajes de Programación,"Mas practica menos teoría, la teoría reafirmarla mediante la practica, equivocarse para poder aprender y no sanciones por equivocarse, hallar soluciones en grupos y que sean proyectos aplicables en la sociedad",Resolución de problemas mediante proyectos aplucables a la sociedad,"Liderazgo de proyectos, un ingeniero no es un tecnologo, se encarga de dirigir proyectos y equipos",(RRA20) COMPUTACIÓN,2025,4.0,3.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) COMPUTACIÓN,0.0,35,1,35.0,35.0,0
31,26,Femenino,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Parcialmente,No,No,0,0,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Programación orientada a objetos, Aplicaciones web 1 y 2, bases de datos.",Infraestructura en la nube,Disminuir la teoría e incrementar la practica en entornos reales,Comunicación efectiva con personas con roles superiores y trabajo en equipo,Pensamiento critico como materia,(RRA20) SOFTWARE,2025,4.0,4.0,1,Julio,,,1.0,2.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.0,26,1,26.0,26.0,0
32,27,Masculino,,3.0,3.0,3.0,3.0,4.0,3.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,2.0,Si,Parcialmente,No,No,0,0,No,No,Sí,No,,No,Hasta $460,,,,,c) No la conozco,"Redes, programación 1 y 2, ciberseguridad, ingeniería financiera,  mecánica",Mas de Inteligencia artificial,"Mejores horarios de clases, menos trabajos en grupo",Gestión,Accesibilidad,(RRA20) SOFTWARE,2025,3.0,2.0,1,Julio,,,0.0,1.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.0,27,1,27.0,27.0,0
33,24,Masculino,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes",Ingeniería de Software,TICS,Más prácticas,Comunicación,Liderazgo,(RRA20) SOFTWARE,2025,3.5,3.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) SOFTWARE,0.0,24,1,24.0,24.0,0
34,24,Femenino,,4.0,3.0,4.0,4.0,5.0,4.0,3.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,2.0,Si,Parcialmente,Sí,Sí,1,1,No,No,No,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Aplicaciones web, usabilidad, calidad de software, auditoria, HCI","Testing, uso de herramientas más a profundidad",Que se oferten cursos de otras tecnologías que se usan,Aprendizaje continuo,Gestión del tiempo y la productividad,(RRA20) SOFTWARE,2025,4.0,3.0,1,Julio,,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,1.0,24,1,24.0,24.0,0
35,33,Masculino,,1.0,1.0,2.0,1.0,3.0,3.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,4.0,Si,No,No,No,0,0,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Base de datos distribuidas y no distribuidas, programacion, algoritmos, modelados","trabajo con frameworks backend y frondend, integracion de arquitectura de software en la nube",mejorar la ubicacion de materias en la malla creeria que hay materias que deberian ser dadas en los ultimos semestres como  las bases de datos y modelados ya que principalmente son usados en el area laboral.,todas las anteriores lastimosamente lo unico fue autodidacta ya que la enseñanza es pesima y solo algunos ingenieros son recomendados para dar clases.,liderazgo no autoritarismo que es lo que en realidad hace falta.,(RRA20) COMPUTACIÓN,2025,1.5,1.0,1,Julio,,,0.0,1.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.0,33,1,33.0,33.0,0
36,24,Masculino,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,1.0,No,No,No,No,0,1,No,No,Sí,No,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Programación 1, 2 e Inteligencia Artificial","Buenas prácticas de programación, arquitecturas modernas, frameworks, etc","Cambiar una buena parte de los docentes, sobretodo aquellos con nombramiento. Ya que la calidad de educación que ellos brindan y su predisposición a qué el estudiante aprenda deja mucho que desear.","Todas, comunicación, trabajo en equipo, manejo de emociones frente a retos y frustración",Liderazgo de equipos,(RRA20) SOFTWARE,2025,2.0,2.0,1,Julio,,,4.0,6.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.5,24,1,24.0,24.0,0
37,25,Masculino,,3.0,4.0,4.0,4.0,5.0,5.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,Sí,0,0,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación 2, Fundamentos de bases de datos, Metodologías ágiles, Tecnologías de seguridad, Automatización de procesos","Desarrollo de software RPA (Robotic Process Automation), Profundizar en conocimientos de inteligencia artificial",Desarrollar más proyectos e incorporarse a la sociedad,La comunicación efectiva,Ninguna,(RRA20) SOFTWARE,2025,4.0,3.0,1,Julio,,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.0,25,1,25.0,25.0,0
38,27,Femenino,,4.0,3.0,4.0,5.0,4.0,3.0,4.0,,Si,Ecuador,Privado,Medio tiempo,Entre 1 y 2 años,3.0,Si,Parcialmente,No,Sí,1,1,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Logística,  cadena de suministro,  procesos productivos,",ERP,Casos prácticos,Aprendizaje autónomo,Aprendizaje autónomo,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025,4.5,3.0,1,Julio,,,1.0,2.0,1.0,FCA (Ciencias Admin.),1,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,1.0,27,1,27.0,27.0,0
39,24,Masculino,,5.0,3.0,4.0,5.0,5.0,4.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,No,No,No,0,1,No,No,Sí,No,,Si,De $1001 a $1500,,,,,"b) Sí, pero no la he utilizado","Aplicaciones Web, Aplicaciones Web Avanzadas, Desarrollo de Software Seguro, Bases de datos, Ingeniería de Software","Frameworks, React, Angular, Hacking",Mucho más compromiso de los profesores. El 90% dan clases haciendo el mínimo esfuerzo únicamente para cobrar su inflado salario.  Tuve materias donde los docentes no asistieron a clases por más de la mitad del semestre (es indignante). Llegué a tener laboratorios donde compartíamos una computadora entre 3. Tener los recursos necesarios para poder afrontar todos los alumnos que ingresan debería ser básico.,La comunicación y el liderazgo,Comunicación. La emplearía cada vez que tengo que explicar algún tema en inglés a un cliente que no conoce nada del negocio y necesito ser lo más explicito y detallado posible.,(RRA20) SOFTWARE,2025,4.5,3.0,1,Julio,,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.5,24,1,24.0,24.0,0
40,25,Masculino,,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,Sí,Las empresas requieren mucha más experiencia laboral de la que se obtiene mediante las prácticas laborales,"b) Sí, pero no la he utilizado","Metrología, Transferencia de Calor Aplicada, Mecánica de Fluidos, Ciencia de Materiales, Dibujo Mecánico y CAD,  Ingeniería de Mantenimiento, Desgaste y Falla, Ventilación y Aire Acondicionado, Materiales Compuestos, Ensayos no Destructivos","Simulación de sistemas térmicos, Simulación de estructuras","Rehacer los temas abarcados en cada materia, pues en muchas materias existen demasiados temas y ni siquiera se alcanzan a ver, o se ven demasiados temas en muy poco tiempo, complicando el estudio.",Comunicación y Escucha activa,"Comunicación y Escucha activa, la usaría en presentaciones o exposiciones de soluciones ingenieriles en lenguaje común.",(RRA20) MECÁNICA,2025,4.0,2.0,0,Julio,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) MECÁNICA,0.0,25,1,25.0,25.0,0
41,22,Masculino,,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,De 6 meses a 1 año,No,,"d) No, pero me gustaría conocer más sobre cómo acceder","Programación, Tecnologías de la seguridad, Sistemas operativos",Cobit,"Mejorar la infraestructura de la facultad, ya que es la más abandonada de la EPN",Comunicación,"La comunicación, realizar más talleres entre facultades.",(RRA20) DESARROLLO DE SOFTWARE,2025,4.0,4.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,22,1,22.0,22.0,0
42,25,Masculino,,4.0,5.0,5.0,1.0,1.0,1.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Más de 2 años,4.0,No,No,No,No,1,0,No,No,No,No,,No,Más de $2.000,,,,,c) No la conozco,"Computación distribuida, Inteligencia artificial (solo con Henry Paz), POO",Preocúpense por mejorar las que tienen,Contraten docentes que de verdad tengan conocimiento profundo de los temas.,"Trabajo en equipo, ética profesional.",,(RRA20) COMPUTACIÓN,2025,3.0,4.0,1,Julio,,,0.0,1.0,1.0,FIS (Sistemas),1,(RRA20) COMPUTACIÓN,0.5,25,1,25.0,25.0,0
43,23,Femenino,,4.0,3.0,4.0,5.0,4.0,4.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,"Mecánica de suelos, Hidrología, Alcantarillado, Estructuras, Vías, Hidráulica",Utilizar casos prácticos y de alta complejidad para fortalecer el conocimiento.,Realizar una evaluación a cada profesor y que se valore la opinión del alumno respecto a la calidad de enseñanza de cada profesor. Hay materias que son importantes y no son enseñadas adecuadamente porque no hay un buen profesor.,"Liderazgo, pensamiento crítico.",Comunicación. Mediante exposiciones o debates.,(RRA20) INGENIERÍA CIVIL,2025,4.5,3.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
44,33,Femenino,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Mas de 2 años,No,,"d) No, pero me gustaría conocer más sobre cómo acceder",Econometria,Programas de manejo de bases de datos,Más horas de prácticas,No estoy segura,No estoy segura,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2025,5.0,5.0,0,Julio,,,6.0,inf,0.0,FCA (Ciencias Admin.),0,(RRA20) ECONOMÍA,0.0,33,1,33.0,33.0,0
45,23,Masculino,,4.0,4.0,4.0,4.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Si,Sí,No,0,1,Sí,No,Sí,No,,Si,Hasta $460,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Redes ópticas, Antenas, Sistemas Celulares, Microondas, Telemática","Gestión de proyectos, Fiscalización de redes de telecomunicaciones","Enfocar las mallas, especialmente en las materias técnicas, en un aspecto más realista y no centrarse sólo en lo teórico","Exposición de proyectos, justificación de costos, desenvolvimiento en reuniones corporativas","Negociación, para contactar con proveedores y obteneras proyectos",(RRA20) TELECOMUNICACIONES,2025,4.0,4.0,1,Julio,,,2.0,4.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) TELECOMUNICACIONES,0.5,23,1,23.0,23.0,0
46,24,Masculino,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,0,0,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"Econometria, Finanzas internacionales y Macroeconomía",Temas de ciencia de datos e inteligencia artificial,"Un mejor plan de estudios, acorde a lo que exige hoy el mercado laboral",Liderazgo y comunicación,Proactividad y aprendizaje autónomo,(RRA20) ECONOMÍA,2025,3.5,3.0,1,Julio,,,4.0,6.0,1.0,FC (Ciencias),1,(RRA20) ECONOMÍA,0.0,24,1,24.0,24.0,0
47,23,Masculino,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder",Diseño hidráulico y Diseño Estructural,Más materias de suelos,Más convenios para prácticas y proyectos,Comunicación enfocada a proyectos,Comunicación en equipo,(RRA20) INGENIERÍA CIVIL,2025,4.5,5.0,0,Julio,,,6.0,inf,0.0,FIC (Civil),0,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
48,23,Masculino,,5.0,5.0,5.0,5.0,5.0,5.0,3.0,,No,,,,,,,,,,0,0,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,c) No la conozco,Mecanica de Fluidos,Desarrollo en actividades de redes sociales,Ampliación de temas como electrónica,Energías renovables,No estoy seguro,(RRA20) ELECTROMECÁNICA,2025,5.0,5.0,0,Julio,,,6.0,inf,0.0,FIM (Mecánica),0,(RRA20) ELECTROMECÁNICA,0.0,23,1,23.0,23.0,0
49,23,Masculino,,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,0,0,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Ingeniería Sísmica, Diseño de proyectos estructurales",Disipadores sísmicos,Que nos den un enfoque practico,Comunicación,Liderazgo para manejar grupos de personas,(RRA20) INGENIERÍA CIVIL,2025,4.5,4.0,1,Julio,,,4.0,6.0,1.0,FIC (Civil),1,(RRA20) INGENIERÍA CIVIL,0.0,23,1,23.0,23.0,0
50,22,Masculino,,4.0,3.0,4.0,3.0,4.0,3.0,4.0,,No,,,,,,,,,,0,0,,,,,,,,No,,No estoy seguro/a,,c) No la conozco,"Sistemas operativos, desarrollo de aplicaciones web, arquitectura de computadores",tics,Mejorar planes de horarios y flexibilidad de entradas a estudiantes que ya cursaron en la politécnica,La entrada a solo estudiantes y ex estudiantes como parte de visita al campus,Liderazgo fortuito,(RRA20) DESARROLLO DE SOFTWARE,2025,3.5,3.0,0,Julio,,,6.0,inf,0.0,FIS (Sistemas),0,(RRA20) DESARROLLO DE SOFTWARE,0.0,22,1,22.0,22.0,0
51,24,Masculino,,5.0,3.0,4.0,5.0,5.0,3.0,5.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Parcialmente,No,Sí,0,1,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Fundamentos de programación, POO. Base de Datos, Sistemas Operativos, Fundamentos de Ingeniería en Software, Metodologías Agiles, Aplicaciones Web, Verificación y Validación Software, HCI, Calidad de Software, Usabilidad y Accesibilidad, Desarrollo de Software Seguro, Estructuras de Datos y Algoritmos, Inteligencia de Negocios","Uso de frameworks y tecnologías solicitas en la industria, Cloud, Gestión del Tiempo, Programas de certificaciones en tecnologías y herramientas para la ingeniería en software, Contenido apegado a la actualidad",Aprender nuevas cosas y explorar áreas desconocidas y no limitarse o tener miedo porque no se han cubierto en las materias de la carrera.,"Organización, Gestión del Tiempo, Trabajo en Equipo y Comunicación Efectiva","La habilidad a agregar sería la Adaptabilidad. Y la forma en la que la aplicaría consistiría en realizar varias actividades cada mes o cada quince días, con la finalidad de ser convertirme en una persona flexible y poder irme ajustando a las nuevas circunstancias de manera efectiva.",(RRA20) SOFTWARE,2025,4.5,3.0,1,Julio,,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.5,24,1,24.0,24.0,0
52,25,Masculino,,4.0,3.0,3.0,4.0,4.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,No,0,1,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","POO, ingeniería de software, aplicaciones web",Materias para hacer despliegue de aplicaciones en servidores de la facultad,"Darle más importancia a materias como son las bases de datos, fundamentos de la programación","Comunicación, trabajo en equipo",Liderazgo,(RRA20) SOFTWARE,2025,3.5,3.0,1,Julio,,,2.0,4.0,1.0,FIS (Sistemas),1,(RRA20) SOFTWARE,0.5,25,1,25.0,25.0,0
53,23,Masculino,,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,Parcialmente,No,Sí,0,1,No,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"SEP, Instalaciones de medio voltaje, Distribución","Gestión de proyectos, programación, optimización",Que los profesores hayan trabajado en el sector eléctrico antes de dar clases,Gestión del tiempo,Utilización de IA,(RRA20) ELECTRICIDAD,2025,3.5,3.0,1,Julio,,,1.0,2.0,1.0,FIE (Eléctrica/Electrónica),1,(RRA20) ELECTRICIDAD,0.5,23,1,23.0,23.0,0
54,24,Masculino,,4.0,3.0,4.0,4.0,5.0,4.0,4.0,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,No,0,0,No,No,No,Sí,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","MCI, sistemas automotrices, dinámica, estática, transferencia de calor, diseño mecánico, termodinámica, ingeniería de soldadura, ingeniería financiera.","TICS avanzado, elaboración de cronogramas de trabajo, administración de equipos de trabajo.",Buscar docentes con basta experiencia en el campo industrial antes que en el campo de la investigación.,"Comunicación efectiva y sociabilidad,","Inteligencia emocional, fuerza de voluntad, capacidad de concentración y adaptabilidad",(RRA20) MECÁNICA,2025,4.0,3.0,1,Julio,,,4.0,6.0,1.0,FIM (Mecánica),1,(RRA20) MECÁNICA,0.0,24,1,24.0,24.0,0
